structure_wikidata,protonated_emass,rt,structure_nameTraditional,structure_molecular_formula
http://www.wikidata.org/entity/Q105349576,445.3676214,0,"(5R,8R,9S,10R,13R,14R,17S)-17-[(2S,5R)-5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]-4,4,10,14-tetramethyl-2,5,6,7,8,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-one",C29H48O3
http://www.wikidata.org/entity/Q110174497,445.3312359,0,Methyl isoeichlerialactone,C28H44O4
http://www.wikidata.org/entity/Q105137663,445.3312359,0,"methyl 3-[(3S,3aR,5aR,6S,7S,9aR,9bR)-6,9a,9b-trimethyl-3-[(2R)-2-methyl-5-oxooxolan-2-yl]-7-prop-1-en-2-yl-1,2,3,3a,4,5,5a,7,8,9-decahydrocyclopenta[a]naphthalen-6-yl]propanoate",C28H44O4
http://www.wikidata.org/entity/Q105351447,445.3312359,0,"methyl (2S)-2-[(3R,5R,10S,13S,14S,17S)-3-hydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-5-oxopentanoate",C28H44O4
http://www.wikidata.org/entity/Q105208390,445.2584649,0,"[(1S,2S)-2-hydroxy-1-(7-methoxy-2-oxochromen-8-yl)-3-methylbut-3-enyl] (2R)-2-methyldecanoate",C26H36O6
http://www.wikidata.org/entity/Q104388659,445.2220794,0,Ichangensin,C25H32O7
http://www.wikidata.org/entity/Q105151344,445.2220794,0,"(1R,2R,5R,6R,7R,10S,11S,14S)-6-acetyl-11-(furan-3-yl)-5-(2-hydroxypropan-2-yl)-2,6,10-trimethyl-12,15-dioxatetracyclo[8.5.0.01,14.02,7]pentadecane-3,13-dione",C25H32O7
http://www.wikidata.org/entity/Q105288133,445.2220794,0,"[(1S,4R,5R,6R,7S,8R,11R,19R)-4,5-dihydroxy-6,14,17-trimethyl-9-oxo-3,10-dioxapentacyclo[9.8.0.01,7.04,19.013,18]nonadeca-13,15,17-trien-8-yl] (2R)-2-methylbutanoate",C25H32O7
http://www.wikidata.org/entity/Q105290176,445.2220794,0,(+)-9'-Isovaleroxylariciresinol,C25H32O7
http://www.wikidata.org/entity/Q105299903,445.2121834,0,[(2S)-2-[[(2R)-2-Benzamido-3-phenylpropanoyl]amino]-3-phenylpropyl] acetate,C27H28N2O4
http://www.wikidata.org/entity/Q104398742,445.2121834,0,Aurantiamide acetate,C27H28N2O4
http://www.wikidata.org/entity/Q105171388,445.1856939,0,Cedashnine,C24H28O8
http://www.wikidata.org/entity/Q105171391,445.1856939,0,"(1R,5R,11R,12S,15R,16S)-16-[(2S)-2-hydroxy-5-oxo-2H-furan-3-yl]-6,6,11,15-tetramethyl-7,17-dioxatetracyclo[13.2.1.01,12.05,11]octadec-9-ene-3,8,18-trione",C24H28O8
http://www.wikidata.org/entity/Q105270416,445.1856939,0,"(3aS,4R,9aS)-5,6,7-trimethoxy-4-(3,4,5-trimethoxyphenyl)-3,3a,4,9a-tetrahydro-1H-benzo[f][2]benzofuran-9-one",C24H28O8
http://www.wikidata.org/entity/Q105145003,445.1704377,0,"(1R,4R,5R,6R,7R,8R,11R,13S,16S,17S,18S,19R)-4,5,6,7,8,16,17-heptahydroxy-6-(hydroxymethyl)-14,18-dimethyl-3,10-dioxapentacyclo[9.8.0.01,7.04,19.013,18]nonadec-14-en-9-one",C20H28O11
http://www.wikidata.org/entity/Q105253201,444.3472203,0,"2-[(14R)-14-hydroxy-14,15-dimethylhexadecyl]-3-methoxy-1H-quinolin-4-one",C28H45NO3
http://www.wikidata.org/entity/Q16884481,444.2281678,0,Puberulin,C27H29N3O3
http://www.wikidata.org/entity/Q103813408,443.4247423,0,"(3S,10R,13R)-17-[(5R)-5-ethyl-6-methylheptan-2-yl]-4,4,10,13-tetramethyl-1,2,3,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-ol",C31H54O
http://www.wikidata.org/entity/Q110159028,443.4247423,0,"17-(5-Ethyl-6-methylheptan-2-yl)-4,4,10,13-tetramethyl-1,2,3,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-ol",C31H54O
http://www.wikidata.org/entity/Q105377867,443.4247423,0,"(1S,3R,6S,12S,16R)-15-(5,6-dimethylheptan-2-yl)-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C31H54O
http://www.wikidata.org/entity/Q105141703,443.4094862,0,"[(2R)-2,3-dihydroxypropyl] tetracosanoate",C27H54O4
http://www.wikidata.org/entity/Q74417675,443.4094862,0,"2,3-Dihydroxypropyl tetracosanoate",C27H54O4
http://www.wikidata.org/entity/Q104908428,443.3883568,0,"(24R)-24,25-Epoxy-5alpha-cycloartan-3beta-ol",C30H50O2
http://www.wikidata.org/entity/Q104920910,443.3883568,0,"(1S,3R,6S,8R,11S,12S,15R,16R)-15-[(2R)-6-(hydroxymethyl)hept-6-en-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C30H50O2
http://www.wikidata.org/entity/Q115966562,443.3883568,0,"Cycloartane-24-ene-1alpha,3beta-diol",C30H50O2
http://www.wikidata.org/entity/Q104253242,443.3883568,0,CID 11954143,C30H50O2
http://www.wikidata.org/entity/Q104960209,443.3883568,0,"(4aS,5R,6R,8aS)-6-hydroxy-1,1,4a,6-tetramethyl-5-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]-3,4,5,7,8,8a-hexahydronaphthalen-2-one",C30H50O2
http://www.wikidata.org/entity/Q104970050,443.3883568,0,11beta-Hydroxylupeol,C30H50O2
http://www.wikidata.org/entity/Q104984884,443.3883568,0,"(3S,5R,10S,13S,14S,17S)-17-[(E,2S)-7-hydroxy-6-methylhept-5-en-2-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C30H50O2
http://www.wikidata.org/entity/Q104993979,443.3883568,0,"(1R,3S,6R,9S,14R,15S,18R)-6,10,10,14,15,18,21,21-octamethyl-2-oxahexacyclo[13.8.0.01,3.05,14.06,11.018,23]tricosan-9-ol",C30H50O2
http://www.wikidata.org/entity/Q419726,443.3883568,0,Betulin,C30H50O2
http://www.wikidata.org/entity/Q105006271,443.3883568,0,"(23R)-Cycloarta-24-ene-3beta,23-diol",C30H50O2
http://www.wikidata.org/entity/Q104402249,443.3883568,0,20-Hydroxylupan-3-one,C30H50O2
http://www.wikidata.org/entity/Q105033688,443.3883568,0,"(1S,3R,6S,8R,11S,12S,15R,16R)-15-[(E,2R,6R)-7-hydroxy-6-methylhept-4-en-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C30H50O2
http://www.wikidata.org/entity/Q105115393,443.3883568,0,Aglaiol,C30H50O2
http://www.wikidata.org/entity/Q105128153,443.3883568,0,"(1R,3S,5S,9S,10R,13S,14S,17S)-4,4,10,13,14-pentamethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,5,6,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-1,3-diol",C30H50O2
http://www.wikidata.org/entity/Q105129803,443.3883568,0,"(5R,8S,9S,10R,13S,14R,17R)-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,10,13,14-pentamethyl-1,2,5,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C30H50O2
http://www.wikidata.org/entity/Q105134502,443.3883568,0,"(1S,3R,6S,12S,15R,16R)-15-[(E,2R)-6-hydroxy-6-methylhept-4-en-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C30H50O2
http://www.wikidata.org/entity/Q105134503,443.3883568,0,"Cycloart-23-en-3beta,25-diol",C30H50O2
http://www.wikidata.org/entity/Q27138958,443.3883568,0,"Cycloart-23-ene-3beta,25-diol",C30H50O2
http://www.wikidata.org/entity/Q104169830,443.3883568,0,"15-(6-Hydroxy-6-methylhept-4-en-2-yl)-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C30H50O2
http://www.wikidata.org/entity/Q105139308,443.3883568,0,"(3R,5R,8R,9R,10R,13R,14R,17S)-4,4,8,10,14-pentamethyl-17-[(2S,5S)-2-methyl-5-prop-1-en-2-yloxolan-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C30H50O2
http://www.wikidata.org/entity/Q105141305,443.3883568,0,"15-(7-Hydroxy-6-methylhept-5-en-2-yl)-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C30H50O2
http://www.wikidata.org/entity/Q105141306,443.3883568,0,"9,19-Cyclolanost-24-ene-3,26-diol, (3beta)-",C30H50O2
http://www.wikidata.org/entity/Q27135954,443.3883568,0,"alpha,gamma-Onoceradienediol",C30H50O2
http://www.wikidata.org/entity/Q105152469,443.3883568,0,"(2R,4aR,5S,8aR)-5-[2-[(1S,4aR,6S,8aR)-6-hydroxy-5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethyl]-1,1,4a,6-tetramethyl-2,3,4,5,8,8a-hexahydronaphthalen-2-ol",C30H50O2
http://www.wikidata.org/entity/Q105161326,443.3883568,0,16-Hydroxybutyrospermol,C30H50O2
http://www.wikidata.org/entity/Q105163798,443.3883568,0,"(24R)-Cycloarta-25-ene-3beta,24-diol",C30H50O2
http://www.wikidata.org/entity/Q105163802,443.3883568,0,"(1S,3R,6S,8R,11S,12S,15R,16R)-15-[(2R,5S)-5-hydroxy-6-methylhept-6-en-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C30H50O2
http://www.wikidata.org/entity/Q27106428,443.3883568,0,Dipterocarpol,C30H50O2
http://www.wikidata.org/entity/Q105180153,443.3883568,0,"(5S,8R,9R,10R,13R,14R,17S)-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-1,2,5,6,7,9,11,12,13,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C30H50O2
http://www.wikidata.org/entity/Q27136433,443.3883568,0,"Lup-20(29)-ene-2alpha,3beta-diol",C30H50O2
http://www.wikidata.org/entity/Q105190518,443.3883568,0,"3a,5a,5b,8,8,11a-Hexamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-9,10-diol",C30H50O2
http://www.wikidata.org/entity/Q105202229,443.3883568,0,"(3S,4S,4aR,6aR,6bS,8aR,11R,12S,12aR,14aR,14bR)-4-(hydroxymethyl)-4,6a,6b,8a,11,12,14b-heptamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1H-picen-3-ol",C30H50O2
http://www.wikidata.org/entity/Q105202239,443.3883568,0,"Urs-12-ene-3alpha,24-diol",C30H50O2
http://www.wikidata.org/entity/Q27136414,443.3883568,0,Erythrodiol,C30H50O2
http://www.wikidata.org/entity/Q105243293,443.3883568,0,"(24S)-21,25-Cyclo-5alpha-dammara-20(22)-ene-3beta,24-diol",C30H50O2
http://www.wikidata.org/entity/Q105249271,443.3883568,0,"(3S,6aR,6bR,8aR,11R,12S,14bR)-3-hydroxy-4,4,6a,6b,8a,11,12,14b-octamethyl-1,2,3,4a,5,6,6a,7,8,9,10,11,12,12a,14,14a-hexadecahydropicen-13-one",C30H50O2
http://www.wikidata.org/entity/Q27136068,443.3883568,0,"20(29)-Lupene-1beta,3alpha-diol",C30H50O2
http://www.wikidata.org/entity/Q105262621,443.3883568,0,3-Epiglochidiol,C30H50O2
http://www.wikidata.org/entity/Q105273204,443.3883568,0,Perviridisinol C,C30H50O2
http://www.wikidata.org/entity/Q105273933,443.3883568,0,"(3S,5R,9S,10R,13S,14S,17S)-17-[(Z,2S)-6-hydroxy-6-methylhept-4-en-2-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C30H50O2
http://www.wikidata.org/entity/Q105273936,443.3883568,0,"(23Z)-3beta,25-Dihydroxytirucalla-7,23-diene",C30H50O2
http://www.wikidata.org/entity/Q105279082,443.3883568,0,"4alpha-Hydroxymethyl-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol",C30H50O2
http://www.wikidata.org/entity/Q105283950,443.3883568,0,epi-psi-Taraxastanonol,C30H50O2
http://www.wikidata.org/entity/Q105283953,443.3883568,0,"(4aR,6aR,6aR,6bR,8aS,11S,12S,12aR,14aR,14bR)-11-hydroxy-4,4,6a,6b,8a,11,12,14b-octamethyl-2,4a,5,6,6a,7,8,9,10,12,12a,13,14,14a-tetradecahydro-1H-picen-3-one",C30H50O2
http://www.wikidata.org/entity/Q105287206,443.3883568,0,"(3R,6aR,6bS,8S,8aS,11R,12S,14bR)-4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1H-picene-3,8-diol",C30H50O2
http://www.wikidata.org/entity/Q27286689,443.3883568,0,Brein,C30H50O2
http://www.wikidata.org/entity/Q27282898,443.3883568,0,Maniladiol,C30H50O2
http://www.wikidata.org/entity/Q104199572,443.3883568,0,"3beta,16beta-Dihydroxyolean-12-ene",C30H50O2
http://www.wikidata.org/entity/Q105288637,443.3883568,0,"(3S,4aR,6aR,6bS,8S,8aS,12aS,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-3,8-diol",C30H50O2
http://www.wikidata.org/entity/Q105314908,443.3883568,0,"(3S,5R,8R,9R,10R,13R,14R,17S)-17-[(5R)-5-hydroxy-6-methylhepta-1,6-dien-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C30H50O2
http://www.wikidata.org/entity/Q105327533,443.3883568,0,"(3S,5R,9R,10R,13S,14S,17S)-17-[(2S,4R)-4-hydroxy-6-methylhept-5-en-2-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C30H50O2
http://www.wikidata.org/entity/Q105327534,443.3883568,0,"(3S,5R,9S,10R,13S,14S,17S)-17-[(2S,4R)-4-hydroxy-6-methylhept-5-en-2-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C30H50O2
http://www.wikidata.org/entity/Q105328890,443.3883568,0,"(4aR,6aR,6bS,8aR,12aR,14aR,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-2,4a,5,6,7,8,9,10,12,12a,14,14a-dodecahydro-1H-picene-3,3-diol",C30H50O2
http://www.wikidata.org/entity/Q105331750,443.3883568,0,"(5R,8R,9R,10R,13R,14R,17S)-17-[(2R)-2-hydroxy-6-methylhept-6-en-2-yl]-4,4,8,10,14-pentamethyl-1,2,5,6,7,9,11,12,13,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C30H50O2
http://www.wikidata.org/entity/Q105345902,443.3883568,0,"4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1H-picene-3,14-diol",C30H50O2
http://www.wikidata.org/entity/Q105345903,443.3883568,0,"Urs-12-ene-3beta,11alpha-diol",C30H50O2
http://www.wikidata.org/entity/Q105345904,443.3883568,0,"Urs-12-ene-3alpha,11alpha-diol",C30H50O2
http://www.wikidata.org/entity/Q104253635,443.3883568,0,Dihydrocanaric acid,C30H50O2
http://www.wikidata.org/entity/Q105361314,443.3883568,0,"(1R,3S,5S,8R,9S,10R,13S,17S)-4,4,8,10,13-pentamethyl-17-[(2S)-6-methylhept-5-en-2-yl]-2,3,5,6,7,9,11,12,16,17-decahydro-1H-cyclopenta[a]phenanthrene-1,3-diol",C30H50O2
http://www.wikidata.org/entity/Q105380221,443.3883568,0,"Lupa-20(30)-ene-3alpha,29-diol",C30H50O2
http://www.wikidata.org/entity/Q105380224,443.3883568,0,"1-(3-Hydroxyprop-1-en-2-yl)-3a,5a,5b,8,8,11a-hexamethyl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-ol",C30H50O2
http://www.wikidata.org/entity/Q104921211,443.3519713,0,"(1S,3S,6S,11S,12S,15R,16R)-15-[(E,2R)-6-hydroperoxy-6-methylhept-4-en-2-yl]-7,7,16-trimethylpentacyclo[9.7.0.01,3.03,8.012,16]octadec-8-en-6-ol",C29H46O3
http://www.wikidata.org/entity/Q105013482,443.3519713,0,"(5R,9R,10R,13S,14S,17S)-17-[(2S,4R)-4-[(2S)-3,3-dimethyloxiran-2-yl]-4-hydroxybutan-2-yl]-4,4,10,13-tetramethyl-2,5,6,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-one",C29H46O3
http://www.wikidata.org/entity/Q105111366,443.3519713,0,"(1S,3S,6S,11S,12S,15R,16R)-15-[(2R,5R)-5-hydroperoxy-6-methylhept-6-en-2-yl]-7,7,16-trimethylpentacyclo[9.7.0.01,3.03,8.012,16]octadec-8-en-6-ol",C29H46O3
http://www.wikidata.org/entity/Q105178147,443.3155858,0,(21R)-3-Oxo-21-hydroxy-21-ethoxy-23-des(isobutyl)tirucalla-7-ene-23-oic acid gamma-lactone,C28H42O4
http://www.wikidata.org/entity/Q83019244,443.3155858,0,Maesol,C28H42O4
http://www.wikidata.org/entity/Q104983771,443.2792003,0,"(5R)-5-hydroxy-5-(hydroxymethyl)-3-[(5R,9R,10R,13S,14S,17R)-4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]furan-2-one",C27H38O5
http://www.wikidata.org/entity/Q115949004,443.2792003,0,"5-Hydroxy-5-(hydroxymethyl)-3-(4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl)furan-2-one",C27H38O5
http://www.wikidata.org/entity/Q105209194,443.2428148,0,"(1R,2R,4S,7S,8S,12S,15S)-7-(furan-3-yl)-15-hydroxy-1,8,12,16,16-pentamethyl-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadecane-5,19-dione",C26H34O6
http://www.wikidata.org/entity/Q104194776,443.2428148,0,"7-(Furan-3-yl)-15-hydroxy-1,8,12,16,16-pentamethyl-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadecane-5,19-dione",C26H34O6
http://www.wikidata.org/entity/Q105276059,443.2428148,0,"(5R,7R,8R,9R,10R,13S,14R,17R)-7-hydroxy-17-[(2R)-2-hydroxy-5-oxo-2H-furan-4-yl]-4,4,8,10,13-pentamethyl-6,7,9,11,12,14,16,17-octahydro-5H-cyclopenta[a]phenanthrene-3,15-dione",C26H34O6
http://www.wikidata.org/entity/Q105310918,443.2428148,0,"(5R,7R,8R,9R,10R,13S,14R,17R)-7-hydroxy-17-[(2R)-2-hydroxy-5-oxo-2H-furan-3-yl]-4,4,8,10,13-pentamethyl-6,7,9,11,12,14,16,17-octahydro-5H-cyclopenta[a]phenanthrene-3,15-dione",C26H34O6
http://www.wikidata.org/entity/Q105329240,443.2428148,0,"2-[(5S,7R,8S,9R,10S,13S,17S)-7-acetyloxy-4,4,8,10,13-pentamethyl-3,16-dioxo-6,7,9,11,12,17-hexahydro-5H-cyclopenta[a]phenanthren-17-yl]acetic acid",C26H34O6
http://www.wikidata.org/entity/Q105329241,443.2428148,0,"2-(7-acetyloxy-4,4,8,10,13-pentamethyl-3,16-dioxo-6,7,9,11,12,17-hexahydro-5H-cyclopenta[a]phenanthren-17-yl)acetic acid",C26H34O6
http://www.wikidata.org/entity/Q105003453,443.2064293,0,"[(1S,4R,5R,7S,8R,11R,19R)-4,5-dihydroxy-14,17-dimethyl-6-methylidene-9-oxo-3,10-dioxapentacyclo[9.8.0.01,7.04,19.013,18]nonadeca-13,15,17-trien-8-yl] (2R)-2-methylbutanoate",C25H30O7
http://www.wikidata.org/entity/Q105255839,443.2064293,0,"(1S,2R,5S,9S,12S,13S)-12-hydroxy-2,6,6',6',9,13-hexamethyl-16-methylidenespiro[10,14-dioxatetracyclo[7.6.1.01,12.02,7]hexadec-6-ene-5,5'-pyran]-2',11,15-trione",C25H30O7
http://www.wikidata.org/entity/Q104199892,443.2064293,0,"Methyl 2-[13-(furan-3-yl)-8,12-dimethyl-17-methylidene-5,15-dioxo-2,14-dioxatetracyclo[7.7.1.01,12.03,8]heptadecan-7-yl]acetate",C25H30O7
http://www.wikidata.org/entity/Q105298361,443.2064293,0,"methyl 2-[(8S,12S,13S)-13-(furan-3-yl)-8,12-dimethyl-17-methylidene-5,15-dioxo-2,14-dioxatetracyclo[7.7.1.01,12.03,8]heptadecan-7-yl]acetate",C25H30O7
http://www.wikidata.org/entity/Q105181908,443.175917,0,Rha(a1-2)Rha(a1-5)b-Araf,C17H30O13
http://www.wikidata.org/entity/Q82996001,443.1700438,0,"1,4-Butanediol, 2,3-bis(1,3-benzodioxol-5-ylmethyl)-, diacetate, (2R,3R)-",C24H26O8
http://www.wikidata.org/entity/Q105306745,443.1700438,0,"4'-Hydroxy-3,5,8,3'-tetramethoxy-7-prenyloxyflavone",C24H26O8
http://www.wikidata.org/entity/Q105225283,443.1547877,0,"2,3,7,12,15,16-Hexahydroxy-17-(hydroxymethyl)-9,13-dimethyl-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-9-ene-4,11-dione",C20H26O11
http://www.wikidata.org/entity/Q27137286,443.1547877,0,Yadanziolide B,C20H26O11
http://www.wikidata.org/entity/Q105232559,443.1547877,0,Pasakbumin D,C20H26O11
http://www.wikidata.org/entity/Q27145772,443.0972728,0,Epicatechin-3-gallate,C22H18O10
http://www.wikidata.org/entity/Q27145774,443.0972728,0,(+)-Catechin gallate,C22H18O10
http://www.wikidata.org/entity/Q5382492,443.0972728,0,(-)-Epicatechin gallate,C22H18O10
http://www.wikidata.org/entity/Q104914648,442.2012843,0,"(E)-N-[(E,2R)-2-(3,4-dimethoxyphenyl)-3-oxo-5-phenylpent-4-enyl]-3-phenylprop-2-enamide",C28H27NO4
http://www.wikidata.org/entity/Q104986291,441.4666072,0,"Nonacosane-5,10-diol",C29H60O2
http://www.wikidata.org/entity/Q104986292,441.4666072,0,"(5R,10S)-nonacosane-5,10-diol",C29H60O2
http://www.wikidata.org/entity/Q104923542,441.4090923,0,"(24S)-24-Methyl-5alpha-lanosta-9(11),25-dien-3alpha-ol",C31H52O
http://www.wikidata.org/entity/Q104923544,441.4090923,0,"(24S)-24-Methyl-5alpha-lanosta-9(11),25-dien-3beta-ol",C31H52O
http://www.wikidata.org/entity/Q104924110,441.4090923,0,"(1S,3R,6S,12S,15R,16R)-7,7,12,16-tetramethyl-15-[(2R)-6-methyl-5-methylideneheptan-2-yl]pentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C31H52O
http://www.wikidata.org/entity/Q104924113,441.4090923,0,"(1S,3R,6S,8R,11R,12S,15R,16R)-7,7,12,16-tetramethyl-15-[(2R)-6-methyl-5-methylideneheptan-2-yl]pentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C31H52O
http://www.wikidata.org/entity/Q27105441,441.4090923,0,24-Methylenecycloartanol,C31H52O
http://www.wikidata.org/entity/Q103816655,441.4090923,0,3beta-24-Methylenecycloartan-3-ol,C31H52O
http://www.wikidata.org/entity/Q104253490,441.4090923,0,Cyclosadol,C31H52O
http://www.wikidata.org/entity/Q104253492,441.4090923,0,Cyclobranol,C31H52O
http://www.wikidata.org/entity/Q104961158,441.4090923,0,"(3S,4aR,6aR,6bR,8aR,12aS,14aR,14bS)-4,4,6a,6b,8a,11,11,14a,14b-nonamethyl-2,3,4a,5,6,7,8,9,10,12,12a,14-dodecahydro-1H-picen-3-ol",C31H52O
http://www.wikidata.org/entity/Q27256667,441.4090923,0,Cyclolaudenol,C31H52O
http://www.wikidata.org/entity/Q110192209,441.4090923,0,"15-(6,6-Dimethylhept-4-en-2-yl)-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol",C31H52O
http://www.wikidata.org/entity/Q104253549,441.4090923,0,Sawamilletin,C31H52O
http://www.wikidata.org/entity/Q105341654,441.4090923,0,"(3S,4aR,6aS,6aS,6bR,8aR,14aR,14bS)-4,4,6a,6b,8a,11,11,14a,14b-nonamethyl-2,3,4a,5,6,6a,7,8,9,10,13,14-dodecahydro-1H-picen-3-ol",C31H52O
http://www.wikidata.org/entity/Q104924443,441.3727068,0,"(4aS,6aS,6aR,6bR,8aS,12aR,14aR,14bR)-4,4,6a,6b,9,9,12a,14b-octamethyl-1,2,4a,5,6,6a,7,8,8a,11,12,13,14,14a-tetradecahydropicene-3,10-dione",C30H48O2
http://www.wikidata.org/entity/Q104972967,441.3727068,0,"3-[(3S,3aS,5aR,6R,7S,9bS)-3a,6,9b-trimethyl-3-[(2S)-6-methylhept-5-en-2-yl]-7-prop-1-en-2-yl-1,2,3,4,5,5a,7,8-octahydrocyclopenta[a]naphthalen-6-yl]propanoic acid",C30H48O2
http://www.wikidata.org/entity/Q104972968,441.3727068,0,Delevoyin A,C30H48O2
http://www.wikidata.org/entity/Q104999740,441.3727068,0,25-Hydroxycycloart-23-en-3-one,C30H48O2
http://www.wikidata.org/entity/Q104999742,441.3727068,0,"(1S,3R,8R,11S,12S,15R,16R)-15-[(2R)-6-hydroxy-6-methylhept-4-en-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-one",C30H48O2
http://www.wikidata.org/entity/Q104999743,441.3727068,0,"(1S,3R,8R,11R,12S,15R,16R)-15-[(E,2R)-6-hydroxy-6-methylhept-4-en-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-one",C30H48O2
http://www.wikidata.org/entity/Q105003621,441.3727068,0,"(5R,8R,9R,10R,13R,14R,17S)-17-[(5R)-5-hydroxy-6-methylhepta-1,6-dien-2-yl]-4,4,8,10,14-pentamethyl-1,2,5,6,7,9,11,12,13,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C30H48O2
http://www.wikidata.org/entity/Q105029920,441.3727068,0,"24,25-Epoxydammar-20(21)-en-3-one",C30H48O2
http://www.wikidata.org/entity/Q105029922,441.3727068,0,"(5R,8R,9S,10R,13R,14R,17S)-17-[4-[(2S)-3,3-dimethyloxiran-2-yl]but-1-en-2-yl]-4,4,8,10,14-pentamethyl-1,2,5,6,7,9,11,12,13,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C30H48O2
http://www.wikidata.org/entity/Q105111787,441.3727068,0,"(4aS,5S,8aR)-5-[2-[(1S,4aR,6S,8aS)-6-hydroxy-2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl]ethyl]-1,1,4a-trimethyl-6-methylidene-3,4,5,7,8,8a-hexahydronaphthalen-2-one",C30H48O2
http://www.wikidata.org/entity/Q105111789,441.3727068,0,"21alpha-Hydroxyonocerane I-8(26),14-diene-3-one",C30H48O2
