structure_wikidata,protonated_emass,rt,structure_nameTraditional,structure_molecular_formula
http://www.wikidata.org/entity/Q105025671,1853.191209,0,Undecagalloylglucos,C83H56O50
http://www.wikidata.org/entity/Q104397750,1701.18025,0,Decagalloylglucose,C76H52O46
http://www.wikidata.org/entity/Q427956,1701.18025,0,Tannic acid,C76H52O46
http://www.wikidata.org/entity/Q104397749,1549.169292,0,Nonagalloylglucose,C69H48O42
http://www.wikidata.org/entity/Q104967041,1499.726427,0,Kalopanaxsaponin K,C70H114O34
http://www.wikidata.org/entity/Q104397748,1397.158333,0,Octagalloylglucose,C62H44O38
http://www.wikidata.org/entity/Q27137711,1383.679083,0,Kalopanaxsaponin C,C65H106O31
http://www.wikidata.org/entity/Q105345580,1367.995152,0,"[3-[[4-[2,3-Di(hexadecanoyloxy)propoxy-hydroxyphosphoryl]oxy-3-hydroxybutoxy]-hydroxyphosphoryl]oxy-2-hexadecanoyloxypropyl] hexadecanoate",C74H144O17P2
http://www.wikidata.org/entity/Q105019477,1353.668518,0,3beta-[[2-O-(3-O-beta-D-Xylopyranosyl-alpha-L-rhamnopyranosyl)-alpha-L-arabinopyranosyl]oxy]-23-hydroxyoleana-12-ene-28-oic acid 6-O-beta-D-glucopyranosyl-2-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl ester,C64H104O30
http://www.wikidata.org/entity/Q27137712,1353.668518,0,Sieboldianoside A,C64H104O30
http://www.wikidata.org/entity/Q105136391,1351.689253,0,"[(2R,3R,4S,5S,6R)-2-[[(3S,4aR,6aR,6bS,8aR,9R,10R,12aS,14aR,14bR)-8a-[[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-9,10-dihydroxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-3-yl] 2-methylbut-2-enoate",C65H106O29
http://www.wikidata.org/entity/Q105136393,1351.689253,0,"[(2R,3R,4S,5S,6R)-2-[[(3S,4aR,6aR,6bS,8aR,9R,10R,12aS,14aR,14bR)-8a-[[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-9,10-dihydroxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-3-yl] (Z)-2-methylbut-2-enoate",C65H106O29
http://www.wikidata.org/entity/Q105307660,1351.689253,0,"[(2R,3R,4S,5R,6R)-2-[[(3S,4aR,6aR,6bS,8aR,9R,10R,12aS,14aR,14bR)-8a-[[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-9,10-dihydroxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-4-yl] 2-methylbut-2-enoate",C65H106O29
http://www.wikidata.org/entity/Q105307661,1351.689253,0,"[(2R,3R,4S,5R,6R)-2-[[(3S,4aR,6aR,6bS,8aR,9R,10R,12aS,14aR,14bR)-8a-[[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-9,10-dihydroxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-4-yl] (Z)-2-methylbut-2-enoate",C65H106O29
http://www.wikidata.org/entity/Q105095159,1343.663039,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-10-[(2S,3R,4R,5R,6R)-3-hydroxy-6-methyl-4,5-bis[[(Z)-2-methylbut-2-enoyl]oxy]oxan-2-yl]oxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxane-2-carboxylic acid",C66H102O28
http://www.wikidata.org/entity/Q104913351,1269.647389,0,Xanifolia O54,C60H100O28
http://www.wikidata.org/entity/Q105218423,1253.616088,0,"3beta-[(2-O-alpha-L-Rhamnopyranosyl-alpha-L-arabinopyranosyl)oxy]-23,29-dihydroxyoleana-12-ene-28-oic acid 2-O,6-O-di(beta-D-glucopyranosyl)-beta-D-glucopyranosyl ester",C59H96O28
http://www.wikidata.org/entity/Q104986404,1251.564053,0,zanhasaponin C,C58H90O29
http://www.wikidata.org/entity/Q105023055,1245.147374,0,"(3S,4S,5R,6S)-3,4,5,6,7-pentahydroxy-3,4,5,6,7-pentakis(3,4,5-trihydroxybenzoyl)-1,8-bis(3,4,5-trihydroxyphenyl)octane-1,2,8-trione",C55H40O34
http://www.wikidata.org/entity/Q105005988,1239.65208,0,"methyl (2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bR)-9-acetyloxy-7,8-dihydroxy-8a-(hydroxymethyl)-10-[(2S,3R,4R,5S,6R)-3-hydroxy-6-methyl-5-[(Z)-3-methylpent-2-enoyl]oxy-4-[(E)-3-methylpent-2-enoyl]oxyoxan-2-yl]oxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4-dihydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylate",C63H98O24
http://www.wikidata.org/entity/Q115947131,1233.574618,0,NA,C55H92O30
http://www.wikidata.org/entity/Q104916940,1221.626259,0,"[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl] (4aS,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-10-[(2S,3R,4S,5S)-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",C59H96O26
http://www.wikidata.org/entity/Q104916941,1221.626259,0,Astrantiasaponin,C59H96O26
http://www.wikidata.org/entity/Q27137710,1221.626259,0,Hederacoside C,C59H96O26
http://www.wikidata.org/entity/Q105172699,1207.610609,0,"[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl] (4aS,6aR,6aS,6bR,8aR,9R,10R,12aR,14bS)-9-(hydroxymethyl)-10-[(2S,3R,4S,5S)-5-hydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",C58H94O26
http://www.wikidata.org/entity/Q104391960,1205.631345,0,Hederasaponin B,C59H96O25
http://www.wikidata.org/entity/Q105281933,1203.65208,0,3beta-[2-O-(alpha-L-Rhamnopyranosyl)-beta-D-fucopyranosyloxy]oleana-12-ene-28-oic acid 2-O-(alpha-L-rhamnopyranosyl)-6-O-(beta-D-fucopyranosyl)-beta-D-glucopyranosyl ester,C60H98O24
http://www.wikidata.org/entity/Q105120348,1197.60513,0,Bunkankasaponin D,C60H92O24
http://www.wikidata.org/entity/Q105367113,1197.60513,0,Bunkankasaponin B,C60H92O24
http://www.wikidata.org/entity/Q105362454,1191.615695,0,3beta-[[2-O-(3-O-beta-D-Xylopyranosyl-alpha-L-rhamnopyranosyl)-alpha-L-arabinopyranosyl]oxy]-23-hydroxyoleana-12-ene-28-oic acid 2-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl ester,C58H94O25
http://www.wikidata.org/entity/Q115946809,1191.564053,0,NA,C53H90O29
http://www.wikidata.org/entity/Q115947356,1189.548403,0,NA,C53H88O29
http://www.wikidata.org/entity/Q105151018,1185.60513,0,"3beta-[2-O,4-O-Di(beta-D-glucopyranosyl)-6-O-methyl-6-oxo-beta-D-glucopyranosyloxy]oleana-12-ene-16alpha,21beta,22alpha,24,28-pentol 21,22-bis[(E)-2-methyl-2-butenoate]",C59H92O24
http://www.wikidata.org/entity/Q105151020,1185.60513,0,"3beta-[2-O,4-O-Di(beta-D-glucopyranosyl)-6-O-methyl-6-oxo-beta-D-glucopyranosyloxy]oleana-12-ene-16alpha,21beta,22alpha,24,28-pentol 21-[(E)-2-methyl-2-butenoate]22-[(Z)-2-methyl-2-butenoate]",C59H92O24
http://www.wikidata.org/entity/Q105110993,1185.329302,0,"[(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-[4-hydroxy-3-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-[3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyloxymethyl]oxan-2-yl]oxyphenyl]-5-oxo-3-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-7-yl]oxyoxan-2-yl]methyl 3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoate",C55H60O29
http://www.wikidata.org/entity/Q105115537,1177.600044,0,"(4aS,6aS,6aS,6bR,8aS,9R,10S,12aR,14bS)-10-[(2S,3R,4S,5S)-3-[(2S,3R,4R,5S,6S)-4-[(2S,3R,4R,5S,6R)-5-[(2S,3R,4S,5S)-3,5-dihydroxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,5-dihydroxy-6-methyloxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C57H92O25
http://www.wikidata.org/entity/Q105365050,1171.58948,0,"3beta-[2-O,4-O-Di(beta-D-glucopyranosyl)-beta-D-glucopyranuronosyloxy]oleana-12-ene-16alpha,21beta,22alpha,24,28-pentol 21-[(E)-2-methyl-2-butenoate]22-[(Z)-2-methyl-2-butenoate]",C58H90O24
http://www.wikidata.org/entity/Q105365052,1171.58948,0,"3beta-[2-O,4-O-Di(beta-D-glucopyranosyl)-beta-D-glucopyranuronosyloxy]oleana-12-ene-16alpha,21beta,22alpha,24,28-pentol 21,22-bis[(E)-2-methyl-2-butenoate]",C58H90O24
http://www.wikidata.org/entity/Q105144621,1171.313652,0,"Bis[[6-[4-(5,7-dihydroxy-6,8-dimethoxy-4-oxochromen-2-yl)-2-methoxyphenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl] 3-hydroxy-3-methylpentanedioate",C54H58O29
http://www.wikidata.org/entity/Q105168881,1171.313652,0,"1-O-[[(2S,3S,4S,5S,6S)-6-[4-(5,7-dihydroxy-6,8-dimethoxy-4-oxochromen-2-yl)-2-methoxyphenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl] 5-O-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-6,8-dimethoxy-4-oxochromen-7-yl]oxyoxan-2-yl]methyl] (3R)-3-hydroxy-3-methylpentanedioate",C54H58O29
http://www.wikidata.org/entity/Q105168883,1171.313652,0,"1-O-[[(2R,3S,4S,5R,6S)-6-[4-(5,7-dihydroxy-6,8-dimethoxy-4-oxochromen-2-yl)-2-methoxyphenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl] 5-O-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-6,8-dimethoxy-4-oxochromen-7-yl]oxyoxan-2-yl]methyl] (3R)-3-hydroxy-3-methylpentanedioate",C54H58O29
http://www.wikidata.org/entity/Q105177013,1161.417329,0,"[(2R,3S,4R,5R,6S)-6-[4-[[(3R,4R,5S)-5-[4-[(1S,2R)-2,3-dihydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)propoxy]-3,5-dimethoxyphenyl]-4-(hydroxymethyl)oxolan-3-yl]methyl]-2,6-dimethoxyphenoxy]-4,5-dihydroxy-3-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxyoxan-2-yl]methyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",C59H68O24
http://www.wikidata.org/entity/Q27137705,1159.58948,0,"3-O-[2,3-di-O-acetyl-alpha-L-arabinopyranosyl]-hederagenin 28-O-alpha-L-rhamnopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranoside",C57H90O24
http://www.wikidata.org/entity/Q27137706,1159.58948,0,"3-O-[3,4-di-O-acetyl-alpha-L-arabinopyranosyl]hederagenin 28-O-alpha-L-rhamnopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranoside",C57H90O24
http://www.wikidata.org/entity/Q105121260,1157.57383,0,Bunkankasaponin C,C57H88O24
http://www.wikidata.org/entity/Q105142350,1157.57383,0,Bunkankasaponin A,C57H88O24
http://www.wikidata.org/entity/Q105225773,1157.57383,0,Aesculioside IIIe,C57H88O24
http://www.wikidata.org/entity/Q105225774,1157.57383,0,Aesculioside IIId,C57H88O24
http://www.wikidata.org/entity/Q23048725,1155.276478,0,Cinnamtannin A2,C60H50O24
http://www.wikidata.org/entity/Q27155171,1153.260828,0,Cinnamtannin B2,C60H48O24
http://www.wikidata.org/entity/Q105374522,1153.260828,0,Aesculitannin F,C60H48O24
http://www.wikidata.org/entity/Q105374524,1153.260828,0,"(1R,5R,6R,7S,13S,21R)-5,13-bis(3,4-dihydroxyphenyl)-7-[(2R,3R,4S)-2-(3,4-dihydroxyphenyl)-4-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-4,12,14-trioxapentacyclo[11.7.1.02,11.03,8.015,20]henicosa-2(11),3(8),9,15,17,19-hexaene-6,9,17,19,21-pentol",C60H48O24
http://www.wikidata.org/entity/Q105374525,1153.260828,0,"(1R,5S,6R,7S,13S,21R)-5,13-bis(3,4-dihydroxyphenyl)-7-[(2R,3R,4S)-2-(3,4-dihydroxyphenyl)-4-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-4,12,14-trioxapentacyclo[11.7.1.02,11.03,8.015,20]henicosa-2(11),3(8),9,15,17,19-hexaene-6,9,17,19,21-pentol",C60H48O24
http://www.wikidata.org/entity/Q104974141,1151.245178,0,"(1R,5R,6R,13R,21R)-16-[(1R,5R,6R,7R,13S,21R)-5,13-bis(3,4-dihydroxyphenyl)-6,9,17,19,21-pentahydroxy-4,12,14-trioxapentacyclo[11.7.1.02,11.03,8.015,20]henicosa-2(11),3(8),9,15,17,19-hexaen-7-yl]-5,13-bis(3,4-dihydroxyphenyl)-4,12,14-trioxapentacyclo[11.7.1.02,11.03,8.015,20]henicosa-2(11),3(8),9,15,17,19-hexaene-6,9,17,19,21-pentol",C60H46O24
http://www.wikidata.org/entity/Q104955682,1149.553488,0,"(2S,3R,4S,5S,6R)-2-[(2R,3R,4R,5S,6R)-5-hydroxy-2-[(2E,6E,11R)-12-[(2S,3S,4R,5S,6S)-5-hydroxy-6-(hydroxymethyl)-4-[(2S,3S,4S,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,7,11-trimethyldodeca-2,6-dienoxy]-6-(hydroxymethyl)-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol",C51H88O28
http://www.wikidata.org/entity/Q110079985,1149.553488,0,"2-[5-Hydroxy-2-[12-[5-hydroxy-6-(hydroxymethyl)-3,4-bis[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy-3,7,11-trimethyldodeca-2,6-dienoxy]-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol",C51H88O28
http://www.wikidata.org/entity/Q105192128,1147.537838,0,Mukurozioside IIb,C51H86O28
http://www.wikidata.org/entity/Q110077462,1147.537838,0,"2-[5-Hydroxy-2-[12-[5-hydroxy-6-(hydroxymethyl)-3,4-bis[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy-3,7,11-trimethyldodeca-2,6,10-trienoxy]-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol",C51H86O28
http://www.wikidata.org/entity/Q105152394,1145.57383,0,Aesculioside IIIb,C56H88O24
http://www.wikidata.org/entity/Q105236071,1145.57383,0,"3beta-[2-O,4-O-Di(beta-D-glucopyranosyl)-6-O-methyl-6-oxo-beta-D-glucopyranosyloxy]oleana-12-ene-16alpha,21beta,22alpha,24,28-pentol 21-[(Z)-2-methyl-2-butenoate]28-acetate",C56H88O24
http://www.wikidata.org/entity/Q105155187,1143.594565,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bR)-7,8-dihydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-9-[(2R)-2-methylbutanoyl]oxy-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H90O23
http://www.wikidata.org/entity/Q105155188,1143.594565,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bR)-7,8-dihydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-9-[(2S)-2-methylbutanoyl]oxy-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H90O23
http://www.wikidata.org/entity/Q105345686,1143.594565,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9-[(2R)-2-methylbutanoyl]oxy-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H90O23
http://www.wikidata.org/entity/Q105345688,1143.594565,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9-[(2R)-2-methylbutanoyl]oxy-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H90O23
http://www.wikidata.org/entity/Q105233083,1143.55818,0,xanifolia-Y2,C56H86O24
http://www.wikidata.org/entity/Q105233084,1143.55818,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,4aR,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bR)-4,7,8-trihydroxy-8a-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9,10-bis(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C56H86O24
http://www.wikidata.org/entity/Q105113403,1141.615301,0,"3beta-[2-O-(alpha-L-Rhamnopyranosyl)-3-O,4-O-diacetyl-beta-D-fucopyranosyloxy]oleana-12-ene-28-oic acid 2-O-(alpha-L-rhamnopyranosyl)-beta-D-glucopyranosyl ester",C58H92O22
http://www.wikidata.org/entity/Q105007662,1141.578915,0,Xanifolia Y8,C57H88O23
http://www.wikidata.org/entity/Q105007664,1141.578915,0,AesculiosideIV-23C1,C57H88O23
http://www.wikidata.org/entity/Q105114359,1141.578915,0,Aesculioside IIIf,C57H88O23
http://www.wikidata.org/entity/Q105114361,1141.578915,0,Dodonaeaside A,C57H88O23
http://www.wikidata.org/entity/Q105114362,1141.578915,0,Xanthoceraside,C57H88O23
http://www.wikidata.org/entity/Q105346448,1141.578915,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-10-[(2S,3R)-2,3-dimethyloxirane-2-carbonyl]oxy-8-hydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-9-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H88O23
http://www.wikidata.org/entity/Q115970823,1141.578915,0,Dodonaeaside B,C57H88O23
http://www.wikidata.org/entity/Q105145568,1135.537838,0,"(2R,3S,4R,5R,6S)-2-[(2R,3R,4S,5R,6R)-5-hydroxy-2-[(2R,6E,10E)-11-[(2S,3S,4R,5S,6S)-5-hydroxy-6-(hydroxymethyl)-3,4-bis[[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]oxan-2-yl]oxy-2,6,10-trimethylundeca-6,10-dienoxy]-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol",C50H86O28
http://www.wikidata.org/entity/Q105291191,1133.57383,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aS,6aR,6bR,8R,8aR,9R,10R,12aS,14aR,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,6a,7,8,9,10,12,12a,13,14,14a-hexadecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C55H88O24
http://www.wikidata.org/entity/Q105368314,1133.57383,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-9-acetyloxy-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(2R)-2-methylbutanoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C55H88O24
http://www.wikidata.org/entity/Q105134757,1133.522188,0,"(2R,3S,4R,5R,6S)-2-[(2S,3S,4R,5S,6S)-5-hydroxy-2-[(2Z,6E,10E)-11-[(2S,3S,4R,5S,6S)-5-hydroxy-6-(hydroxymethyl)-3,4-bis[[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]oxan-2-yl]oxy-2,6,10-trimethylundeca-2,6,10-trienoxy]-6-(hydroxymethyl)-3-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol",C50H84O28
